institution.displayName,institution.schoolType,institution.state,institution.city,institution.zip,ranking.displayRank,ranking.sortRank,searchData.tuition.rawValue,searchData.hsGpaAvg.rawValue,searchData.enrollment.rawValue,searchData.satAvg.rawValue,searchData.testAvgs.displayValue.1.value
Seton Hall University,national-universities,NJ,South Orange,07079,#151,151,51370,3.7,6012,1230,28-31
Seton Hill University,regional-universities-north,PA,Greensburg,15601,#39,39,41414,,1630,1040,21-28
Shasta College,regional-colleges-west,CA,Redding,96003,Unranked,-2,8271,,7075,,N/A
Shawnee State University,regional-universities-midwest,OH,Portsmouth,45662,#133,133,16157,,3101,970,17-23
Shaw University,regional-colleges-south,NC,Raleigh,27601,#91-99,-1,16480,2.8,924,,N/A
Shenandoah University,national-universities,VA,Winchester,22601,#304,304,36028,3.7,2461,1100,24-30
Shepherd University,regional-universities-south,WV,Shepherdstown,25443,#79,79,18722,3.6,2718,930,19-24
Shippensburg University of Pennsylvania,regional-universities-north,PA,Shippensburg,17257,#104,104,14122,3.3,4443,980,18-28
Shorter University,regional-universities-south,GA,Rome,30165,#105,105,24044,,1394,960,17-25
Siena College,regional-universities-north,NY,Loudonville,12211,#13,13,42880,3.5,3519,1045,22-31
Siena Heights University,regional-universities-midwest,MI,Adrian,49221,#55,55,29044,,1782,,N/A
Sierra Nevada University,regional-universities-west,NV,Incline Village,89451,#105-115,-1,,,279,920,17-22
Simmons University,national-universities,MA,Boston,02115,#151,151,45538,3.8,1789,1200,28-32
Simpson College,regional-colleges-midwest,IA,Indianola,50125,#5,5,46212,3.6,1127,1210,31-33
Simpson University,national-liberal-arts-colleges,CA,Redding,96003,#174,174,38522,3.3,729,,N/A
Sinte Gleska University,tribal,SD,Rosebud,57570,Unranked,-2,4714,,688,,N/A
Sitting Bull College,tribal,ND,Fort Yates,58538,Unranked,-2,4010,,233,,N/A
Skagit Valley College,regional-colleges-west,WA,Mount Vernon,98273,Unranked,-2,7888,,3891,,N/A
Skidmore College,national-liberal-arts-colleges,NY,Saratoga Springs,12866,#38,38,64880,,2758,1300,30-33
Skyline College,regional-colleges-west,CA,San Bruno,94066,Unranked,-2,9508,,7776,,N/A
Slippery Rock University of Pennsylvania,regional-universities-north,PA,Slippery Rock,16057,#50,50,14615,3.5,6779,960,18-26
Smith College,national-liberal-arts-colleges,MA,Northampton,01063,#16,16,61568,,2523,1370,31-34
Snow College,regional-colleges-west,UT,Ephraim,84627,#19,19,14130,2.8,6070,400,16-28
Soka University of America,national-liberal-arts-colleges,CA,Aliso Viejo,92656,#56,56,37450,3.7,445,1240,26-27
Solano Community College,regional-colleges-west,CA,Fairfield,94534,Unranked,-2,7628,,8105,,N/A
Sonoma State University,regional-universities-west,CA,Rohnert Park,94928,#27,27,22388,,5934,,N/A
South Carolina State University,regional-universities-south,SC,Orangeburg,29117,#79,79,23282,3.2,2374,890,12-19
South College,national-universities,TN,Knoxville,37909,#395-435,-1,17335,,4598,,N/A
South Dakota School of Mines and Technology,regional-universities-midwest,SD,Rapid City,57701,#26,26,14800,3.7,2164,1160,23-29
South Dakota State University,national-universities,SD,Brookings,57007,#296,296,12809,3.5,9921,1020,19-25
Southeastern Baptist Theological Seminary,national-universities,NC,Wake Forest,27587,#296,296,10234,,775,,N/A
Southeastern Louisiana University,regional-universities-south,LA,Hammond,70402,#84,84,20851,3.5,12451,,21-25
Southeastern Oklahoma State University,regional-universities-west,OK,Durant,74701,#98,98,15930,,3021,880,17-23
Southeastern University,national-universities,FL,Lakeland,33801,#395-435,-1,31732,3.6,8840,960,19-25
Southeast Missouri Hospital College of Nursing and Health Sciences,health,MO,Cape Girardeau,,Unranked,-2,11691,,158,,N/A
Southeast Missouri State University,regional-universities-midwest,MO,Cape Girardeau,63701,#88,88,10839,3.6,8454,970,17-24
Southern Adventist University,regional-universities-south,TN,Collegedale,37315,#41,41,25290,3.6,2571,980,19-26
Southern Arkansas University,regional-universities-south,AR,Magnolia,71754,#86,86,15400,3.5,3148,900,17-24
Southern Baptist Theological Seminary,faith,KY,Louisville,40280,Unranked,-2,12000,,1019,,N/A
Southern California Institute of Architecture,special-focus,CA,Los Angeles,90013,Unranked,-2,50690,,256,,N/A
Southern California University of Health Sciences,health,CA,Whittier,,Unranked,-2,13125,,545,,N/A
Southern Connecticut State University,regional-universities-north,CT,New Haven,06515,#64,64,26104,3.2,6920,870,18-25
Southern Illinois University--Carbondale,national-universities,IL,Carbondale,62901,#280,280,15522,3.2,8000,900,19-27
Southern Illinois University Edwardsville,national-universities,IL,Edwardsville,62026,#332,332,12922,3.6,9321,930,19-26
Southern Methodist University,national-universities,TX,Dallas,75275,#89,89,64460,3.7,7056,1370,31-34
Southern Nazarene University,regional-universities-west,OK,Bethany,73008,#75,75,28600,,1486,,N/A
Southern New Hampshire University,regional-universities-north,NH,Manchester,03106,#151-167,-1,16450,3.1,2601,,N/A
Southern Oregon University,regional-universities-west,OR,Ashland,97520,#69,69,30051,,4273,980,18-25
Southern University and A&M College,national-universities,LA,Baton Rouge,70813,#395-435,-1,10479,3.1,6470,890,15-19
Southern University at New Orleans,regional-universities-south,LA,New Orleans,70126,#123-135,-1,8000,2.8,1680,,15-18
Southern Utah University,regional-universities-west,UT,Cedar City,84720,#60,60,20586,3.6,12649,1030,20-26
Southern Virginia University,national-liberal-arts-colleges,VA,Buena Vista,24416,#186-204,-1,19108,,1170,1018,17-26
Southern Wesleyan University,regional-universities-south,SC,Central,29630,#52,52,27820,,896,1013,19-23
South Florida State College,regional-colleges-south,FL,Avon Park,33825,Unranked,-2,11859,3.2,2892,,N/A
South Georgia State College,regional-colleges-south,GA,Douglas,31533,#85,85,9322,3.1,1794,,N/A
South Seattle College,regional-colleges-west,WA,Seattle,98106,Unranked,-2,5354,,4893,,N/A
South Texas College,regional-colleges-west,TX,McAllen,78501,#42,42,7500,,28962,,N/A
South University,regional-universities-south,GA,Savannah,33411,#123-135,-1,17014,,239,,N/A
South University-Tampa,health,FL,Tampa,,Unranked,-2,17014,,491,,N/A
Southwest Baptist University,regional-universities-midwest,MO,Bolivar,65613,#131,131,28377,3.5,1836,943,19-25
Southwestern Adventist University,regional-colleges-west,TX,Keene,76059,#15,15,24588,,786,900,17-24
Southwestern Assemblies of God University,regional-universities-west,TX,Waxahachie,75165,#82,82,17782,,1519,900,17-22
Southwestern Christian College,regional-colleges-west,TX,Terrell,75160,Unranked,-2,12030,,92,,N/A
Southwestern Christian University,regional-colleges-west,OK,Bethany,73008,#43,43,21416,,460,,N/A
Southwestern College,regional-colleges-midwest,KS,Winfield,67156,#47,47,38480,3.4,1067,920,16-22
Southwestern Oklahoma State University,regional-universities-west,OK,Weatherford,73096,#64,64,15240,3.5,3942,,17-23
Southwestern University,national-liberal-arts-colleges,TX,Georgetown,78627,#89,89,50858,3.5,1483,1120,24-30
Southwest Minnesota State University,regional-universities-midwest,MN,Marshall,56258,#103,103,10304,3.4,6144,,17-23
Spalding University,regional-universities-south,KY,Louisville,40203,#64,64,27300,3.7,767,905,16-22
Spelman College,national-liberal-arts-colleges,GA,Atlanta,30314,#39,39,30058,3.9,2374,1090,22-27
Spokane Community College,regional-colleges-west,WA,Spokane,99217,Unranked,-2,5278,,6890,,N/A
Spokane Falls Community College,regional-colleges-west,WA,Spokane,99224,Unranked,-2,5278,,3805,,N/A
Spring Arbor University,regional-universities-midwest,MI,Spring Arbor,49283,#67,67,32580,3.6,1127,970,20-26
Springfield College,national-universities,MA,Springfield,01109,#216,216,43707,3.6,2005,1100,26-31
Spring Hill College,regional-colleges-south,AL,Mobile,36608,#8,8,23270,3.6,933,1110,19-24
St. Ambrose University,national-universities,IA,Davenport,52803,#320,320,35598,3.4,2120,940,20-26
St. Andrews University,regional-colleges-south,NC,Laurinburg,,#89,89,29600,,876,,N/A
Stanford University,national-universities,CA,Stanford,94305,#3,3,62484,3.9,8049,1500,33-35
State College of Florida--Manatee-Sarasota,regional-colleges-south,FL,Bradenton,34207,Unranked,-2,11595,,8424,,N/A
St. Augustine College,regional-colleges-midwest,IL,Chicago,60640,#22,22,13288,,737,,N/A
St. Bonaventure University,regional-universities-north,NY,St. Bonaventure,14778,#17,17,40150,3.5,1868,1050,25-32
St. Catherine University,national-universities,MN,St. Paul,55105,#216,216,49758,3.6,2416,1155,18-26
St. Charles Borromeo Seminary,faith,PA,Wynnewood,19096,Unranked,-2,24060,,47,,N/A
St. Cloud State University,regional-universities-midwest,MN,St. Cloud,56301,#76,76,8812,3.3,8245,1028,18-24
St. Edward's University,regional-universities-west,TX,Austin,78704,#6,6,51384,,2769,1030,20-27
Stephen F. Austin State University,regional-universities-west,TX,Nacogdoches,75962,#39,39,22876,,9823,950,17-23
Stephens College,regional-universities-midwest,MO,Columbia,65215,#83,83,25586,,409,1030,19-23
Sterling College (KS),regional-colleges-midwest,KS,Sterling,67579,#45,45,30000,3.3,683,938,18-24
Sterling College (VT),regional-colleges-north,VT,Craftsbury Common,05827,#32,32,39200,,126,,N/A
Stetson University,regional-universities-south,FL,DeLand,32723,#4,4,55220,3.8,2561,1110,25-29
Stevens Institute of Technology,national-universities,NJ,Hoboken,07030,#76,76,60952,3.9,3988,1380,31-34
Stevenson University,regional-universities-north,MD,Owings Mills,21117,#91,91,39708,3.1,2985,,N/A
St. Francis College,regional-colleges-north,NY,Brooklyn,11201,#18,18,27298,,2372,990,22-26
St. Francis Medical Center College of Nursing,health,IL,Peoria,61603,Unranked,-2,22008,,244,,N/A
St. Francis University,regional-universities-north,PA,Loretto,15940,#30,30,40520,3.7,2460,1030,20-26
Stillman College,regional-colleges-south,AL,Tuscaloosa,35401,#74,74,11392,,728,,N/A
St. John Fisher University,national-universities,NY,Rochester,14618,#185,185,39666,3.5,2629,1090,23-29
St. John's College (IL),health,IL,Springfield,62702,Unranked,-2,25466,,93,,N/A
St. John's College (MD),national-liberal-arts-colleges,MD,Annapolis,21401,#75,75,39126,3.8,462,1250,30-33
St. John's College (NM),national-liberal-arts-colleges,NM,Santa Fe,87505,#93,93,39356,3.7,366,1290,30-32
St. John's University (MN),national-liberal-arts-colleges,MN,Collegeville,56321,#82,82,53942,3.5,1528,915,21-26
St. John's University (NY),national-universities,NY,Queens,11439,#163,163,50110,,15652,1110,24-29
St. John Vianney College Seminary,faith,FL,Miami,33165,Unranked,-2,23100,,37,,N/A
St. Joseph's College (ME),regional-universities-north,ME,Standish,04084,#91,91,41586,,1066,1020,N/A
St. Joseph Seminary College,faith,LA,St. Benedict,70457,Unranked,-2,24725,,114,,N/A
"St. Joseph's University, New York",regional-universities-north,NY,Brooklyn,11205,#45,45,34525,3.5,3556,1093,23-27
St. Lawrence University,national-liberal-arts-colleges,NY,Canton,13617,#59,59,63870,3.7,2145,1240,29-32
St Luke's College,health,IA,Sioux City,,Unranked,-2,20940,,202,,N/A
St. Mary's College of Maryland,national-liberal-arts-colleges,MD,St. Marys City,20686,#82,82,31312,3.5,1513,1130,28-30
St. Mary's University of San Antonio,regional-universities-west,TX,San Antonio,78228,#14,14,36242,3.6,2001,,N/A
St. Norbert College,national-liberal-arts-colleges,WI,De Pere,54115,#93,93,44432,3.6,1814,1010,21-27
Stockton University,national-universities,NJ,Galloway,08205,#159,159,23420,3.6,8138,1050,18-25
St. Olaf College,national-liberal-arts-colleges,MN,Northfield,55057,#51,51,56970,3.7,3046,1300,28-33
Stone Child College,tribal,MT,Boneau,,Unranked,-2,2645,,373,,N/A
Stonehill College,national-liberal-arts-colleges,MA,Easton,02357,#86,86,52300,3.4,2536,,N/A
Stony Brook University--SUNY,national-universities,NY,Stony Brook,11794,#58,58,30350,3.9,17509,1320,28-34
St. Petersburg College,regional-colleges-south,FL,St. Petersburg,33733,Unranked,-2,8513,,24543,,N/A
Stratford University,unranked,VA,Alexandria,,Unranked,-2,,,1240,,N/A
Strayer University,regional-universities-north,DC,Washington,20005,Unranked,-2,13515,,368,,N/A
St. Thomas Aquinas College,regional-universities-north,NY,Sparkill,10976,#119,119,37870,3.1,1859,920,N/A
St. Thomas University,national-universities,FL,Miami Gardens,33054,#395-435,-1,34770,,3980,860,16-21
Suffolk University,national-universities,MA,Boston,02108,#249,249,45380,3.4,4437,1100,25-30
Sullivan University,regional-universities-south,KY,Louisville,40205,Unranked,-2,14220,,2085,,N/A
Sul Ross State University,regional-universities-west,TX,Alpine,79832,#95,95,17729,3.3,1550,850,16-21
SUM Bible College and Theological Seminary,faith,CA,El Dorado Hills,,Unranked,-2,10730,,416,,N/A
SUNY Brockport,regional-universities-north,NY,Brockport,14420,#64,64,15768,2.9,5149,1070,18-26
SUNY Buffalo State University,regional-universities-north,NY,Buffalo,14222,#119,119,18906,2.9,5464,940,N/A
SUNY Cobleskill,regional-colleges-north,NY,Cobleskill,12043,#12,12,18544,3,1783,910,17-26
SUNY College--Cortland,regional-universities-north,NY,Cortland,13045,#60,60,18760,3.4,5994,1100,N/A
SUNY College of Environmental Science and Forestry,national-universities,NY,Syracuse,13210,#115,115,21036,3.7,1621,,N/A
SUNY College of Technology at Canton,regional-colleges-north,NY,Canton,13617,#9,9,18719,3.1,2944,950,N/A
SUNY College of Technology--Delhi,regional-colleges-north,NY,Delhi,13753,#20,20,12490,3,2481,,N/A
SUNY College--Old Westbury,regional-universities-north,NY,Old Westbury,11568,#94,94,18278,,4033,1070,N/A
SUNY Downstate Health Sciences University,medical,NY,Brooklyn,11203,Unranked,-2,18493,,193,,N/A
SUNY Empire State College,regional-universities-north,NY,Saratoga Springs,12866,#151-167,-1,17540,,7735,,N/A
SUNY--Fredonia,regional-universities-north,NY,Fredonia,14063,#69,69,18705,3.3,3217,1080,18-23
SUNY--Geneseo,regional-universities-north,NY,Geneseo,14454,#12,12,19206,3.7,4136,1160,25-30
SUNY Maritime College,regional-universities-north,NY,Throggs Neck,10465,#25,25,18480,3.3,1295,1140,24-28
SUNY Morrisville,regional-colleges-north,NY,Morrisville,13408,#26,26,13800,2.7,1803,980,16-23
SUNY--New Paltz,regional-universities-north,NY,New Paltz,12561,#24,24,18434,3.6,6090,1160,25-29
SUNY--Oneonta,regional-universities-north,NY,Oneonta,13820,#30,30,18704,3.5,4859,1090,24-28
SUNY Oswego,regional-universities-north,NY,Oswego,13126,#39,39,18679,3.3,5985,1070,22-29
SUNY Plattsburgh,regional-universities-north,NY,Plattsburgh,12901,#54,54,18860,3.1,4004,1050,21-30
SUNY Polytechnic Institute,regional-universities-north,NY,Utica,13502,#25,25,19338,3.7,1990,1050,26-32
SUNY Potsdam,regional-universities-north,NY,Potsdam,13676,#80,80,18622,3.4,2082,,N/A
Susquehanna University,national-liberal-arts-colleges,PA,Selinsgrove,17870,#107,107,57400,3.7,2199,1088,23-30
Swarthmore College,national-liberal-arts-colleges,PA,Swarthmore,19081,#4,4,62412,,1625,1440,32-35
Sweet Briar College,national-liberal-arts-colleges,VA,Sweet Briar,24595,#180,180,23590,3.9,457,1010,19-29
Syracuse University,national-universities,NY,Syracuse,13244,#67,67,63061,3.8,15421,1260,28-32
Tabor College,regional-colleges-midwest,KS,Hillsboro,67063,#36,36,35050,,1009,830,17-25
Tacoma Community College,regional-colleges-west,WA,Tacoma,98466,Unranked,-2,10649,,5359,,N/A
Talladega College,regional-colleges-south,AL,Talladega,35160,#61,61,15650,,832,,N/A
Tallahassee Community College,regional-colleges-south,FL,Tallahassee,32304,Unranked,-2,8062,,11935,,N/A
Tarleton State University,national-universities,TX,Stephenville,76402,#376,376,21932,,12012,950,18-24
Taylor University,regional-colleges-midwest,IN,Upland,46989,#3,3,38440,3.7,2193,1090,23-30
Temple University,national-universities,PA,Philadelphia,19122,#89,89,35956,3.4,24106,1120,24-31
Tennessee State University,national-universities,TN,Nashville,37209,#395-435,-1,21692,3.6,7678,978,15-20
Tennessee Tech University,national-universities,TN,Cookeville,38505,#249,249,15030,3.7,8537,1000,21-27
Tennessee Wesleyan University,regional-colleges-south,TN,Athens,37303,#15,15,29264,3.5,935,930,18-24
Texas A&M International University,regional-universities-west,TX,Laredo,78041,#44,44,21720,3.8,6979,910,16-21
Texas A&M University,national-universities,TX,College Station,77843,#47,47,40607,,57512,1150,25-31
Texas A&M University--Commerce,national-universities,TX,Commerce,75429,#369,369,22626,3.3,7201,913,16-23
Texas A&M University--Corpus Christi,national-universities,TX,Corpus Christi,78412,#395-435,-1,23727,3.4,7824,980,18-24
Texas A&M University--Kingsville,national-universities,TX,Kingsville,78363,#352,352,11445,3.4,4845,890,16-21
Texas A&M University--San Antonio,regional-universities-west,TX,San Antonio,,Unranked,-2,22764,,6404,,N/A
Texas A&M University--Texarkana,regional-universities-west,TX,Texarkana,75503,#75,75,9866,,1769,850,17-25
